cve,cvss_v3_base,cvss_v3_severity,cvss_v2_base,last_fetched
CVE-2018-20062,NA,NA,NA,2026-04-20
CVE-2019-9082,NA,NA,NA,2026-04-20
CVE-2019-18187,NA,NA,NA,2026-04-20
CVE-2020-8467,NA,NA,NA,2026-04-20
CVE-2020-8468,8.8,HIGH,6.5,2026-04-20
CVE-2020-24557,NA,NA,NA,2026-04-20
CVE-2020-8599,NA,NA,NA,2026-04-20
CVE-2021-36742,NA,NA,NA,2026-04-20
CVE-2021-36741,NA,NA,NA,2026-04-20
CVE-2019-20085,NA,NA,NA,2026-04-20
CVE-2020-5849,NA,NA,NA,2026-04-20
CVE-2020-5847,9.8,CRITICAL,10,2026-04-20
CVE-2019-16759,NA,NA,NA,2026-04-20
CVE-2020-17496,NA,NA,NA,2026-04-20
CVE-2019-5544,NA,NA,NA,2026-04-20
CVE-2020-3992,NA,NA,NA,2026-04-20
CVE-2020-3950,NA,NA,NA,2026-04-20
CVE-2021-22005,NA,NA,NA,2026-04-20
CVE-2020-3952,9.8,CRITICAL,6.8,2026-04-20
CVE-2021-21972,NA,NA,NA,2026-04-20
CVE-2021-21985,NA,NA,NA,2026-04-20
CVE-2020-4006,NA,NA,NA,2026-04-20
CVE-2020-25213,NA,NA,NA,2026-04-20
CVE-2020-11738,NA,NA,NA,2026-04-20
CVE-2019-9978,NA,NA,NA,2026-04-20
CVE-2021-27561,NA,NA,NA,2026-04-20
CVE-2021-40539,9.8,CRITICAL,7.5,2026-04-20
CVE-2020-10189,NA,NA,NA,2026-04-20
CVE-2019-8394,NA,NA,NA,2026-04-20
CVE-2020-29583,NA,NA,NA,2026-04-20
CVE-2026-33825,7.8,HIGH,NA,2026-04-23
CVE-2026-39987,9.8,CRITICAL,NA,2026-04-24
CVE-2025-29635,7.2,HIGH,NA,2026-04-25
CVE-2024-7399,8.8,HIGH,NA,2026-04-25
CVE-2024-57728,7.2,HIGH,NA,2026-04-25
CVE-2024-57726,9.9,CRITICAL,NA,2026-04-25
CVE-2024-1708,8.4,HIGH,NA,2026-04-29
CVE-2026-32202,4.3,MEDIUM,NA,2026-04-29
CVE-2026-41940,9.8,CRITICAL,NA,2026-05-01
